tick,total_waste,green_waste,yellow_waste,red_waste,waste_disposed,avg_energy,messages_sent
798,8,0,1,7,8,1.7777777777777777,7036
799,8,0,1,7,8,1.2222222222222223,7045
800,8,0,1,7,8,1.5555555555555556,7054
801,8,0,1,7,8,1.4444444444444444,7063
802,8,0,1,7,8,1.7777777777777777,7073
803,8,0,1,7,8,1.2222222222222223,7083
804,8,0,1,7,8,1.5555555555555556,7093
805,8,0,1,7,8,1.4444444444444444,7103
806,8,0,1,7,8,1.7777777777777777,7112
807,8,0,1,7,8,1.2222222222222223,7121
808,8,0,1,7,8,1.5555555555555556,7130
809,8,0,1,7,8,1.4444444444444444,7139
810,15,6,2,7,8,1.7777777777777777,7148
811,15,6,2,7,8,1.6666666666666667,7156
812,14,5,2,7,8,1.4444444444444444,7164
813,14,5,2,7,8,1.7777777777777777,7172
814,14,5,2,7,8,1.6666666666666667,7181
815,14,5,2,7,8,1.5555555555555556,7190
816,14,5,2,7,8,1.4444444444444444,7199
817,15,5,3,7,8,1.3333333333333333,7209
818,15,5,3,7,8,1.6666666666666667,7220
819,15,5,3,7,8,1.5555555555555556,7230
820,15,5,3,7,8,1.4444444444444444,7240
821,15,5,3,7,8,1.3333333333333333,7249
822,15,5,3,7,8,1.6666666666666667,7258
823,15,5,3,7,8,1.5555555555555556,7267
824,15,5,3,7,8,1.4444444444444444,7276
825,15,5,3,7,8,1.3333333333333333,7285
826,15,5,3,7,8,2.111111111111111,7293
827,14,5,2,7,8,1.4444444444444444,7301
828,14,5,2,7,8,1.3333333333333333,7310
829,14,5,2,7,8,1.2222222222222223,7319
830,14,5,2,7,8,2.0,7328
831,13,5,2,6,8,1.3333333333333333,7336
832,12,4,2,6,8,1.5555555555555556,7344
833,12,4,2,6,8,1.4444444444444444,7353
834,12,4,2,6,8,2.6666666666666665,7362
835,12,4,2,6,8,1.6666666666666667,7371
836,12,4,2,6,8,2.0,7380
837,12,4,2,6,8,1.4444444444444444,7389
838,12,4,2,6,8,2.2222222222222223,7397
839,12,4,2,6,8,1.2222222222222223,7405
840,11,3,2,6,8,1.4444444444444444,7413
841,11,3,2,6,8,1.3333333333333333,7421
842,11,3,2,6,8,2.5555555555555554,7429
843,11,3,2,6,8,1.1111111111111112,7437
844,11,3,2,6,8,1.4444444444444444,7445
845,11,3,2,6,8,1.3333333333333333,7453
846,11,3,2,6,8,2.111111111111111,7462
847,11,3,2,6,8,1.1111111111111112,7471
848,11,3,2,6,8,1.4444444444444444,7480
849,11,3,2,6,8,1.3333333333333333,7489
850,11,3,2,6,8,2.111111111111111,7498
851,11,3,2,6,8,1.1111111111111112,7507
852,12,3,3,6,8,1.4444444444444444,7516
853,12,3,3,6,8,1.3333333333333333,7525
854,12,3,3,6,8,2.111111111111111,7533
855,12,3,3,6,8,1.5555555555555556,7541
856,11,3,2,6,8,1.3333333333333333,7549
857,11,3,2,6,8,1.6666666666666667,7556
858,11,3,2,6,8,2.0,7565
859,11,3,2,6,8,1.4444444444444444,7574
860,11,3,1,7,8,1.3333333333333333,7583
861,11,3,1,7,8,1.2222222222222223,7592
862,11,3,1,7,8,2.0,7600
863,10,2,1,7,8,1.3333333333333333,7609
864,10,2,1,7,8,1.6666666666666667,7618
865,10,2,1,7,8,1.1111111111111112,7628
866,10,2,1,7,9,1.8888888888888888,7638
867,10,2,1,7,9,1.3333333333333333,7648
868,10,2,1,7,9,1.6666666666666667,7658
869,10,2,1,7,9,1.1111111111111112,7668
870,10,0,3,7,9,1.8888888888888888,7678
871,10,0,3,7,9,1.3333333333333333,7688
872,10,0,3,7,9,1.6666666666666667,7699
873,11,0,3,8,9,1.1111111111111112,7709
874,11,0,3,8,9,1.8888888888888888,7720
875,11,0,3,8,9,1.3333333333333333,7730
876,11,0,3,8,9,1.6666666666666667,7740
877,11,0,3,8,9,1.1111111111111112,7751
878,11,0,3,8,9,1.8888888888888888,7761
879,11,0,3,8,9,1.3333333333333333,7771
880,11,0,3,8,9,1.6666666666666667,7781
881,11,0,3,8,9,1.1111111111111112,7791
882,11,0,3,8,9,1.8888888888888888,7801
883,11,0,3,8,9,1.3333333333333333,7811
884,11,0,3,8,9,1.6666666666666667,7821
885,11,0,3,8,9,1.1111111111111112,7831
886,11,0,3,8,9,1.8888888888888888,7840
887,11,0,3,8,9,1.3333333333333333,7850
888,11,0,3,8,9,1.6666666666666667,7860
889,11,0,3,8,9,1.1111111111111112,7870
890,11,0,2,9,9,1.8888888888888888,7880
891,11,0,2,9,9,1.3333333333333333,7889
892,11,0,2,9,9,1.6666666666666667,7898
893,11,0,2,9,9,1.1111111111111112,7908
894,11,0,2,9,9,1.8888888888888888,7919
895,11,0,2,9,9,1.3333333333333333,7930
896,11,0,2,9,9,2.111111111111111,7940
897,10,0,2,8,9,1.0,7950
898,10,0,2,8,9,1.7777777777777777,7960
899,10,0,2,8,9,1.2222222222222223,7971
900,17,6,3,8,9,2.0,7982
901,17,6,3,8,9,1.0,7993
902,17,6,3,8,9,1.7777777777777777,8004
903,16,5,3,8,9,1.1111111111111112,8012
904,16,5,3,8,9,2.3333333333333335,8020
905,15,4,3,8,9,1.6666666666666667,8028
906,15,4,3,8,9,2.0,8037
907,15,4,3,8,9,1.8888888888888888,8047
908,15,4,3,8,9,1.7777777777777777,8056
909,15,4,3,8,9,1.6666666666666667,8064
910,14,3,3,8,9,1.4444444444444444,8071
911,14,3,3,8,9,1.7777777777777777,8078
912,14,3,3,8,9,1.6666666666666667,8085
913,14,3,3,8,9,1.5555555555555556,8093
914,16,3,5,8,9,1.4444444444444444,8102
915,16,3,5,8,9,1.7777777777777777,8111
916,15,2,5,8,9,1.4444444444444444,8121
917,15,2,5,8,9,2.2222222222222223,8130
918,15,2,5,8,9,1.6666666666666667,8140
919,15,2,5,8,9,1.5555555555555556,8150
920,15,2,5,8,9,1.4444444444444444,8159
921,15,2,5,8,9,1.7777777777777777,8167
922,15,2,5,8,9,1.2222222222222223,8175
923,15,2,5,8,9,1.5555555555555556,8182
924,14,2,4,8,9,1.7777777777777777,8189
925,13,1,4,8,9,2.0,8196
926,13,1,4,8,9,1.4444444444444444,8203
927,13,1,4,8,9,1.3333333333333333,8211
928,13,1,4,8,9,1.6666666666666667,8219
929,13,1,4,8,9,2.0,8227
930,14,1,5,8,9,1.0,8235
931,14,1,5,8,9,1.3333333333333333,8244
932,14,1,5,8,9,1.6666666666666667,8252
933,14,1,5,8,10,2.0,8260
934,15,1,5,9,10,1.0,8269
935,15,1,5,9,10,1.3333333333333333,8279
936,15,1,5,9,10,1.6666666666666667,8287
937,14,1,4,9,10,1.8888888888888888,8295
938,14,1,4,9,10,1.3333333333333333,8303
939,14,1,4,9,10,1.2222222222222223,8312
940,14,1,4,9,10,1.5555555555555556,8321
941,14,1,4,9,10,1.8888888888888888,8329
942,15,1,4,10,10,1.3333333333333333,8337
943,15,1,4,10,10,1.6666666666666667,8347
944,14,1,4,9,10,1.4444444444444444,8357
945,14,1,4,9,10,1.7777777777777777,8366
946,14,1,4,9,10,1.2222222222222223,8376
947,14,1,4,9,10,1.5555555555555556,8385
948,14,1,4,9,10,1.4444444444444444,8394
949,14,1,4,9,10,1.7777777777777777,8402
950,13,1,2,10,10,1.1111111111111112,8410
951,13,1,2,10,10,1.8888888888888888,8418
952,13,1,2,10,10,1.3333333333333333,8426
953,13,1,2,10,10,2.111111111111111,8433
954,12,1,1,10,10,1.0,8440
955,12,1,1,10,10,2.2222222222222223,8448
956,12,1,1,10,10,1.2222222222222223,8457
957,12,1,1,10,10,2.0,8466
958,12,1,1,10,11,1.0,8475
959,12,1,1,10,11,1.7777777777777777,8484
960,12,0,2,10,11,1.2222222222222223,8493
961,12,0,2,10,11,2.0,8502
962,12,0,2,10,11,1.0,8511
963,12,0,2,10,11,1.7777777777777777,8520
964,12,0,2,10,11,1.2222222222222223,8529
965,12,0,2,10,12,2.0,8538
966,12,0,2,10,12,1.0,8547
967,12,0,2,10,12,1.7777777777777777,8556
968,12,0,2,10,12,1.2222222222222223,8565
969,12,0,2,10,12,2.0,8574
970,12,0,2,10,12,1.0,8583
971,13,0,2,11,12,1.7777777777777777,8592
972,13,0,2,11,12,1.2222222222222223,8602
973,13,0,2,11,12,2.0,8612
974,13,0,2,11,12,1.0,8622
975,13,0,2,11,12,1.7777777777777777,8632
976,13,0,2,11,12,1.2222222222222223,8641
977,13,0,2,11,12,2.0,8650
978,13,0,2,11,12,1.0,8659
979,13,0,2,11,12,1.7777777777777777,8668
980,13,0,1,12,12,1.2222222222222223,8676
981,13,0,1,12,12,2.0,8684
982,13,0,1,12,12,1.4444444444444444,8692
983,12,0,1,11,12,1.6666666666666667,8700
984,12,0,1,11,12,1.1111111111111112,8708
985,12,0,1,11,12,1.8888888888888888,8716
986,12,0,1,11,12,1.3333333333333333,8724
987,12,0,1,11,12,1.6666666666666667,8733
988,12,0,1,11,12,1.1111111111111112,8742
989,12,0,1,11,12,1.8888888888888888,8751
990,19,6,2,11,12,1.3333333333333333,8760
991,19,6,2,11,12,1.6666666666666667,8769
992,18,5,2,11,12,1.0,8779
993,18,5,2,11,12,1.7777777777777777,8787
994,18,5,2,11,12,1.6666666666666667,8797
995,18,5,2,11,12,1.5555555555555556,8807
996,18,5,2,11,12,1.0,8817
997,18,5,2,11,13,1.7777777777777777,8826
998,17,4,2,11,13,1.5555555555555556,8835
999,17,4,2,11,13,1.8888888888888888,8843
1000,17,4,2,11,13,1.7777777777777777,8850
1001,17,4,2,11,13,2.111111111111111,8857
1002,16,3,2,11,13,1.8888888888888888,8863
1003,16,3,2,11,13,2.2222222222222223,8870
1004,15,3,2,10,13,1.5555555555555556,8878
1005,15,3,2,10,13,1.4444444444444444,8886
1006,15,3,2,10,13,1.7777777777777777,8895
1007,15,3,2,10,13,1.6666666666666667,8904
1008,15,3,2,10,13,1.1111111111111112,8913
1009,16,3,3,10,13,1.4444444444444444,8922
1010,16,3,3,10,13,1.7777777777777777,8932
1011,15,3,2,10,13,2.0,8941
1012,15,3,2,10,13,2.3333333333333335,8949
1013,15,3,2,10,13,2.6666666666666665,8958
1014,15,3,2,10,13,3.0,8967
1015,15,3,2,10,13,2.888888888888889,8976
1016,15,3,2,10,13,2.3333333333333335,8985
1017,15,3,2,10,13,1.7777777777777777,8994
1018,15,3,2,10,13,2.111111111111111,9003
1019,15,3,2,10,13,2.0,9012
1020,15,3,2,10,13,1.8888888888888888,9021
1021,15,3,2,10,13,1.3333333333333333,9030
1022,15,3,2,10,13,1.6666666666666667,9039
1023,15,3,2,10,13,1.5555555555555556,9048
1024,15,3,2,10,13,1.4444444444444444,9057
1025,15,3,2,10,13,1.3333333333333333,9066
1026,15,3,2,10,13,1.6666666666666667,9075
1027,15,3,2,10,13,1.5555555555555556,9084
1028,15,3,2,10,13,1.4444444444444444,9093
1029,15,3,2,10,14,1.3333333333333333,9102
1030,15,3,2,10,14,1.6666666666666667,9111
1031,15,3,2,10,14,1.5555555555555556,9120
1032,15,3,2,10,14,1.4444444444444444,9129
1033,15,3,2,10,14,1.3333333333333333,9138
1034,15,3,2,10,14,1.6666666666666667,9147
1035,15,3,2,10,14,1.5555555555555556,9156
1036,15,3,2,10,14,1.4444444444444444,9165
1037,15,3,2,10,14,1.3333333333333333,9174
1038,15,3,2,10,14,1.6666666666666667,9182
1039,15,3,2,10,14,1.5555555555555556,9190
1040,15,3,1,11,14,1.4444444444444444,9198
1041,15,3,1,11,14,1.3333333333333333,9207
1042,15,3,1,11,14,1.6666666666666667,9216
1043,15,3,1,11,14,1.5555555555555556,9224
1044,14,3,1,10,14,1.3333333333333333,9232
1045,14,3,1,10,14,1.6666666666666667,9240
1046,14,3,1,10,14,1.5555555555555556,9249
1047,14,3,1,10,14,1.4444444444444444,9258
1048,14,3,1,10,14,1.3333333333333333,9267
1049,14,3,1,10,14,1.6666666666666667,9276
1050,14,0,4,10,14,1.5555555555555556,9285
1051,14,0,4,10,14,1.4444444444444444,9294
1052,14,0,4,10,14,1.3333333333333333,9303
1053,14,0,4,10,14,1.6666666666666667,9312
1054,14,0,4,10,14,1.5555555555555556,9321
1055,14,0,4,10,14,1.4444444444444444,9330
1056,14,0,4,10,14,1.3333333333333333,9339
1057,14,0,4,10,14,1.6666666666666667,9348
1058,14,0,4,10,14,1.5555555555555556,9358
1059,14,0,4,10,14,1.4444444444444444,9367
1060,14,0,4,10,14,1.3333333333333333,9376
1061,14,0,4,10,14,1.6666666666666667,9386
1062,14,0,4,10,14,1.5555555555555556,9396
1063,14,0,4,10,14,1.4444444444444444,9406
1064,14,0,4,10,14,1.3333333333333333,9416
1065,14,0,4,10,14,1.6666666666666667,9426
1066,14,0,4,10,14,1.5555555555555556,9435
1067,14,0,4,10,14,1.4444444444444444,9445
1068,14,0,4,10,14,1.3333333333333333,9455
1069,14,0,4,10,14,1.6666666666666667,9465
1070,14,0,3,11,14,1.5555555555555556,9475
1071,14,0,3,11,14,1.4444444444444444,9485
1072,14,0,3,11,14,1.3333333333333333,9495
1073,14,0,3,11,14,1.6666666666666667,9505
1074,14,0,3,11,14,1.5555555555555556,9515
1075,14,0,3,11,15,1.4444444444444444,9525
1076,14,0,3,11,15,1.3333333333333333,9535
1077,14,0,3,11,15,1.6666666666666667,9545
1078,14,0,3,11,15,1.5555555555555556,9554
1079,14,0,3,11,15,1.4444444444444444,9563
1080,22,7,4,11,15,1.3333333333333333,9572
1081,22,7,4,11,15,1.6666666666666667,9580
1082,22,7,4,11,15,1.5555555555555556,9587
1083,21,6,4,11,15,1.3333333333333333,9594
1084,20,6,4,10,15,1.5555555555555556,9602
1085,20,6,4,10,15,2.7777777777777777,9610
1086,20,6,4,10,15,1.3333333333333333,9619
1087,20,6,4,10,15,1.2222222222222223,9627
1088,20,6,4,10,15,1.1111111111111112,9636
1089,20,6,4,10,15,2.3333333333333335,9645
1090,20,6,4,10,15,1.3333333333333333,9652
1091,20,6,4,10,15,1.2222222222222223,9659
1092,20,6,4,10,15,1.5555555555555556,9666
1093,19,6,3,10,15,2.2222222222222223,9673
1094,20,6,4,10,15,1.2222222222222223,9681
1095,20,6,4,10,15,1.1111111111111112,9691
1096,20,6,4,10,15,1.4444444444444444,9700
1097,20,6,4,10,15,2.2222222222222223,9708
1098,20,6,4,10,15,1.2222222222222223,9715
1099,18,5,4,9,15,0.8888888888888888,9722
1100,18,5,4,9,15,2.111111111111111,9728
1101,17,5,3,9,15,1.8888888888888888,9735
1102,17,5,3,9,15,1.3333333333333333,9743
1103,17,5,3,9,15,2.111111111111111,9750
1104,16,4,3,9,15,1.8888888888888888,9757
1105,15,3,3,9,15,2.111111111111111,9764
1106,15,3,3,9,15,1.1111111111111112,9772
1107,15,3,3,9,15,2.3333333333333335,9781
1108,15,3,3,9,15,1.7777777777777777,9790
1109,15,3,3,9,15,1.6666666666666667,9799
1110,15,3,3,9,15,0.6666666666666666,9808
1111,15,3,3,9,15,1.8888888888888888,9817
1112,15,3,3,9,15,1.7777777777777777,9826
1113,16,3,4,9,15,1.6666666666666667,9835
1114,16,3,4,9,17,0.6666666666666666,9845
1115,15,3,3,9,17,1.7777777777777777,9853
1116,16,3,4,9,17,2.111111111111111,9861
1117,16,3,4,9,17,1.5555555555555556,9871
1118,17,3,4,10,17,0.5555555555555556,9881
1119,17,3,4,10,17,1.7777777777777777,9891
1120,17,3,4,10,17,2.111111111111111,9902
1121,17,3,4,10,17,1.5555555555555556,9913
1122,17,3,4,10,17,0.5555555555555556,9924
1123,17,3,4,10,17,1.7777777777777777,9934
1124,17,3,4,10,17,2.111111111111111,9943
1125,17,3,4,10,17,1.5555555555555556,9952
1126,17,3,4,10,17,0.5555555555555556,9962
1127,17,3,4,10,17,1.7777777777777777,9973
1128,17,3,4,10,17,2.111111111111111,9983
1129,16,2,4,10,17,1.4444444444444444,9993
1130,16,2,1,13,17,0.8888888888888888,10002
1131,16,2,1,13,17,1.6666666666666667,10011
1132,16,2,1,13,17,2.0,10020
1133,16,2,1,13,17,1.4444444444444444,10030
1134,16,2,1,13,17,0.8888888888888888,10039
1135,16,2,1,13,17,1.6666666666666667,10049
1136,16,2,1,13,17,2.0,10059
1137,16,2,1,13,17,1.4444444444444444,10068
1138,16,2,1,13,17,0.8888888888888888,10078
1139,16,2,1,13,17,1.6666666666666667,10088
1140,16,0,3,13,17,2.0,10098
1141,16,0,3,13,17,1.4444444444444444,10106
1142,16,0,3,13,17,0.8888888888888888,10114
1143,16,0,3,13,17,2.111111111111111,10122
1144,15,0,2,13,17,1.8888888888888888,10131
1145,15,0,2,13,17,1.7777777777777777,10140
1146,15,0,2,13,17,0.7777777777777778,10149
1147,15,0,2,13,17,2.0,10158
1148,15,0,2,13,17,1.8888888888888888,10167
1149,15,0,2,13,17,1.3333333333333333,10176
1150,15,0,2,13,17,0.7777777777777778,10185
1151,15,0,2,13,17,2.0,10194
1152,15,0,2,13,17,1.8888888888888888,10203
1153,15,0,2,13,17,1.3333333333333333,10212
1154,15,0,2,13,17,0.7777777777777778,10221
1155,15,0,2,13,17,2.0,10230
1156,15,0,2,13,17,1.8888888888888888,10239
1157,15,0,2,13,17,1.3333333333333333,10248
1158,15,0,2,13,17,0.7777777777777778,10257
1159,15,0,2,13,17,2.0,10265
1160,15,0,2,13,17,1.8888888888888888,10273
1161,15,0,2,13,17,1.2222222222222223,10281
1162,15,0,2,13,17,0.6666666666666666,10290
1163,15,0,2,13,17,2.3333333333333335,10298
1164,15,0,2,13,17,1.7777777777777777,10305
1165,15,0,2,13,17,1.2222222222222223,10313
1166,15,0,2,13,17,0.6666666666666666,10321
1167,15,0,2,13,17,2.3333333333333335,10330
1168,15,0,2,13,17,1.7777777777777777,10339
1169,15,0,2,13,17,1.2222222222222223,10348
1170,23,7,3,13,17,1.1111111111111112,10357
1171,22,6,3,13,17,2.2222222222222223,10364
1172,21,5,3,13,17,1.5555555555555556,10371
1173,21,5,3,13,17,1.8888888888888888,10377
1174,19,4,3,12,17,1.1111111111111112,10384
1175,19,4,3,12,17,2.3333333333333335,10391
1176,19,4,3,12,17,1.7777777777777777,10400
1177,19,4,3,12,18,1.6666666666666667,10409
1178,19,4,3,12,18,0.6666666666666666,10418
1179,19,4,3,12,18,1.8888888888888888,10427
1180,19,4,3,12,18,1.7777777777777777,10436
1181,19,4,3,12,18,1.6666666666666667,10445
1182,21,4,5,12,18,0.6666666666666666,10454
1183,21,4,5,12,18,1.8888888888888888,10465
1184,21,4,5,12,18,1.7777777777777777,10474
1185,21,4,5,12,18,1.6666666666666667,10484
1186,21,4,5,12,18,0.6666666666666666,10495
1187,21,4,5,12,18,1.8888888888888888,10506
1188,21,4,5,12,18,1.7777777777777777,10515
1189,21,4,5,12,19,1.6666666666666667,10525
1190,21,4,5,12,19,0.6666666666666666,10534
1191,21,4,5,12,19,1.8888888888888888,10543
1192,21,4,5,12,19,1.7777777777777777,10552
1193,21,4,5,12,19,1.6666666666666667,10561
1194,21,4,5,12,19,0.6666666666666666,10570
1195,21,4,5,12,19,1.8888888888888888,10579
1196,21,4,5,12,19,1.7777777777777777,10588
1197,21,4,5,12,19,1.6666666666666667,10597
1198,21,4,5,12,19,0.6666666666666666,10606
1199,21,4,5,12,19,1.8888888888888888,10615
1200,21,4,5,12,19,1.7777777777777777,10624
1201,21,4,5,12,19,1.6666666666666667,10633
1202,21,4,5,12,19,0.6666666666666666,10642
1203,21,4,5,12,19,1.8888888888888888,10651
1204,21,4,5,12,19,1.7777777777777777,10660
1205,21,4,5,12,19,1.6666666666666667,10669
1206,21,4,5,12,19,0.6666666666666666,10678
1207,21,4,5,12,19,1.8888888888888888,10687
1208,21,4,5,12,19,1.7777777777777777,10696
1209,21,4,5,12,19,1.6666666666666667,10705
1210,19,3,4,12,19,0.4444444444444444,10714
1211,19,3,4,12,19,2.111111111111111,10723
1212,19,3,4,12,19,2.4444444444444446,10733
1213,19,3,4,12,19,1.4444444444444444,10743
1214,19,3,4,12,19,0.4444444444444444,10753
1215,19,3,4,12,19,2.111111111111111,10762
1216,19,3,4,12,19,2.0,10772
1217,19,3,4,12,19,1.4444444444444444,10781
1218,19,3,4,12,19,0.4444444444444444,10790
1219,19,3,4,12,19,2.111111111111111,10799
1220,19,3,2,14,19,2.0,10806
1221,18,2,2,14,19,1.3333333333333333,10813
1222,18,2,2,14,19,0.7777777777777778,10820
1223,18,2,2,14,19,2.0,10828
1224,17,2,1,14,19,1.7777777777777777,10836
1225,17,2,1,14,19,1.6666666666666667,10844
1226,17,2,1,14,19,1.1111111111111112,10853
1227,17,2,1,14,19,1.8888888888888888,10862
1228,18,2,1,15,19,1.7777777777777777,10871
1229,18,2,1,15,19,1.2222222222222223,10881
1230,18,0,3,15,19,1.1111111111111112,10889
1231,18,0,3,15,19,1.8888888888888888,10897
1232,18,0,3,15,19,1.7777777777777777,10906
1233,18,0,3,15,19,1.2222222222222223,10915
1234,18,0,3,15,19,1.1111111111111112,10924
1235,18,0,3,15,19,1.8888888888888888,10933
1236,18,0,3,15,19,1.7777777777777777,10942
1237,18,0,3,15,19,1.2222222222222223,10951
1238,18,0,3,15,19,1.1111111111111112,10960
1239,18,0,3,15,19,1.8888888888888888,10969
1240,18,0,3,15,19,1.7777777777777777,10978
1241,18,0,3,15,19,1.2222222222222223,10987
1242,18,0,3,15,19,1.1111111111111112,10996
1243,18,0,3,15,19,1.8888888888888888,11005
1244,18,0,3,15,19,1.7777777777777777,11014
1245,18,0,3,15,19,1.2222222222222223,11023
1246,18,0,3,15,19,1.5555555555555556,11031
1247,17,0,3,14,19,1.7777777777777777,11039
1248,17,0,3,14,19,1.6666666666666667,11047
1249,17,0,3,14,19,1.1111111111111112,11056
1250,17,0,2,15,19,1.4444444444444444,11065
1251,17,0,2,15,19,1.7777777777777777,11074
1252,17,0,2,15,19,1.6666666666666667,11083
1253,17,0,2,15,19,1.1111111111111112,11092
1254,17,0,2,15,19,1.4444444444444444,11101
1255,17,0,2,15,19,1.7777777777777777,11110
1256,17,0,2,15,19,1.6666666666666667,11119
1257,17,0,2,15,19,1.1111111111111112,11128
1258,17,0,2,15,19,1.4444444444444444,11137
1259,17,0,2,15,19,1.7777777777777777,11146
1260,26,8,3,15,19,1.6666666666666667,11155
1261,26,8,3,15,19,1.1111111111111112,11162
1262,25,7,3,15,19,1.3333333333333333,11169
1263,25,7,3,15,19,1.6666666666666667,11176
1264,25,7,3,15,19,2.0,11184
1265,25,7,3,15,19,1.0,11192
1266,24,6,3,15,19,1.2222222222222223,11200
1267,24,6,3,15,19,2.0,11208
1268,24,6,3,15,19,2.3333333333333335,11217
1269,24,6,3,15,19,0.8888888888888888,11226
1270,24,6,3,15,19,1.2222222222222223,11235
1271,24,6,3,15,19,2.0,11244
1272,24,6,3,15,19,1.8888888888888888,11253
1273,24,6,3,15,19,0.8888888888888888,11262
1274,25,6,4,15,19,1.2222222222222223,11270
1275,25,6,4,15,20,2.0,11278
1276,23,4,4,15,20,1.6666666666666667,11285
1277,23,4,4,15,20,1.1111111111111112,11292
1278,23,4,4,15,20,1.8888888888888888,11301
1279,23,4,4,15,20,1.7777777777777777,11310
1280,23,4,4,15,20,1.6666666666666667,11319
1281,23,4,4,15,20,1.1111111111111112,11328
1282,23,4,4,15,20,1.4444444444444444,11337
1283,23,4,4,15,20,1.7777777777777777,11345
1284,22,4,3,15,20,1.5555555555555556,11352
1285,22,4,3,15,20,1.8888888888888888,11359
1286,22,3,4,15,20,3.0,11368
1287,22,3,4,15,20,2.4444444444444446,11380
1288,22,3,4,15,20,2.3333333333333335,11391
1289,22,3,4,15,20,1.7777777777777777,11402
1290,21,2,4,15,20,1.5555555555555556,11412
1291,21,2,4,15,20,1.8888888888888888,11422
1292,21,2,4,15,20,1.7777777777777777,11431
1293,21,2,4,15,20,1.2222222222222223,11440
1294,21,2,4,15,20,1.1111111111111112,11449
1295,21,2,4,15,20,1.8888888888888888,11458
1296,21,2,4,15,20,1.7777777777777777,11467
1297,21,2,4,15,20,1.2222222222222223,11476
1298,21,2,4,15,20,1.1111111111111112,11485
1299,21,2,4,15,20,1.8888888888888888,11494
1300,22,2,5,15,20,1.7777777777777777,11503
1301,22,2,5,15,20,1.6666666666666667,11512
1302,22,2,5,15,20,1.0,11520
1303,22,2,5,15,20,1.7777777777777777,11529
1304,22,2,5,15,20,1.6666666666666667,11538
1305,22,2,5,15,20,1.5555555555555556,11547
1306,22,2,5,15,20,1.0,11556
1307,22,2,5,15,20,2.2222222222222223,11563
1308,21,2,5,14,20,1.5555555555555556,11570
1309,20,2,4,14,20,1.3333333333333333,11577
1310,20,2,2,16,20,1.2222222222222223,11584
1311,20,2,2,16,20,2.0,11592
1312,20,2,2,16,20,1.4444444444444444,11600
1313,19,2,1,16,20,1.2222222222222223,11608
1314,19,2,1,16,20,1.5555555555555556,11616
1315,19,2,1,16,20,1.8888888888888888,11625
1316,19,2,1,16,21,1.3333333333333333,11634
1317,19,2,1,16,21,1.2222222222222223,11643
1318,19,2,1,16,21,1.5555555555555556,11652
1319,19,2,1,16,21,1.8888888888888888,11661
1320,19,0,3,16,21,1.3333333333333333,11670
1321,19,0,3,16,21,1.2222222222222223,11679
1322,19,0,3,16,22,1.5555555555555556,11688
1323,19,0,3,16,22,1.8888888888888888,11697
1324,19,0,3,16,22,1.3333333333333333,11706
1325,19,0,3,16,22,1.2222222222222223,11715
1326,19,0,3,16,22,1.5555555555555556,11724
1327,19,0,3,16,22,1.8888888888888888,11733
1328,19,0,3,16,22,1.3333333333333333,11742
1329,19,0,3,16,22,1.2222222222222223,11751
1330,19,0,3,16,22,1.5555555555555556,11760
1331,19,0,3,16,22,1.8888888888888888,11769
1332,19,0,3,16,22,1.3333333333333333,11778
1333,19,0,3,16,22,1.2222222222222223,11787
1334,19,0,3,16,22,1.5555555555555556,11796
1335,19,0,3,16,22,1.8888888888888888,11805
1336,19,0,3,16,22,1.3333333333333333,11813
1337,18,0,3,15,22,1.1111111111111112,11821
1338,18,0,3,15,22,1.8888888888888888,11829
1339,18,0,3,15,22,1.7777777777777777,11838
1340,18,0,2,16,22,1.2222222222222223,11848
1341,18,0,2,16,22,1.1111111111111112,11859
1342,18,0,2,16,22,1.8888888888888888,11870
1343,18,0,2,16,22,1.7777777777777777,11880
1344,18,0,2,16,22,1.2222222222222223,11889
1345,18,0,2,16,22,1.1111111111111112,11898
1346,18,0,2,16,22,1.8888888888888888,11907
1347,18,0,2,16,22,1.7777777777777777,11916
1348,18,0,2,16,22,1.2222222222222223,11925
1349,18,0,2,16,22,1.1111111111111112,11934
1350,27,8,3,16,22,1.8888888888888888,11943
1351,27,8,3,16,22,1.7777777777777777,11952
1352,27,8,3,16,23,1.6666666666666667,11960
1353,26,8,3,15,23,1.0,11969
1354,26,8,3,15,23,1.7777777777777777,11977
1355,26,8,3,15,23,1.6666666666666667,11984
1356,26,8,3,15,23,1.5555555555555556,11991
1357,26,8,3,15,23,1.0,11999
1358,26,8,3,15,23,1.7777777777777777,12008
1359,26,8,3,15,23,1.6666666666666667,12016
1360,25,7,3,15,23,1.4444444444444444,12023
1361,25,7,3,15,23,0.8888888888888888,12030
1362,25,7,3,15,23,2.111111111111111,12039
1363,25,7,3,15,23,1.5555555555555556,12048
1364,25,7,3,15,23,1.4444444444444444,12056
1365,24,6,3,15,23,1.2222222222222223,12063
1366,24,6,3,15,23,3.3333333333333335,12071
1367,24,6,3,15,24,2.7777777777777777,12080
1368,24,6,3,15,24,1.7777777777777777,12089
1369,24,6,3,15,24,1.2222222222222223,12098
1370,24,6,3,15,24,2.0,12107
1371,24,6,3,15,24,1.8888888888888888,12115
1372,24,6,3,15,24,1.3333333333333333,12123
1373,25,6,4,15,24,1.2222222222222223,12131
1374,24,5,4,15,24,2.3333333333333335,12139
1375,23,4,4,15,24,2.111111111111111,12146
